Keywords|Funding Amount in EUR|Start Date|Start Year|End Date|End Year|Researchers|Research Organization - original|Research Organization - standardized|City of Research organization|State of Research organization|Country of Research organization|Funder|Funder Group|Funder Country|Program|Resulting publications|Fields of Research (ANZSRC 2020)|Cancer Types|CSO Categories|Units of Assessment|Sustainable Development Goals
|49063.0|2001-01-01|2001.0|2002-01-01|2002.0|GALATI Pasquale, MECHELLI Luca|University of Naples Federico II; University of Perugia|University of Naples Federico II; University of Perugia|Naples; Perugia|Campania; Umbria|Italy; Italy|Ministry of Education, Universities and Research||Italy|||||||
|278886.0|2001-01-01|2001.0|2003-01-01|2003.0|GAGLIARDI Francesco, LAMEDICA Regina, POLESE Nello, MARTARELLI Giancarlo, MORANA Giuseppe, ZANINELLI Dario, TORRIERI Vincenzo, VILLACCI Domenico, BUCCI Giovanni, FUSCO GIRARD Luigi, CERAOLO Massimo, ROSTIROLLA Pietro|University of Naples Federico II; Sapienza University of Rome; University of Florence; University of Palermo; Politecnico di Milano; University of Sannio; University of L'Aquila; University of Pisa; University of Naples - L'Orientale|University of Naples Federico II; Sapienza University of Rome; University of Florence; University of Palermo; Politecnico di Milano; University of Sannio; University of L'Aquila; University of Pisa; University of Naples - L'Orientale|Naples; Rome; Florence; Palermo; Milan; Benevento; L’Aquila; Pisa; Naples|Campania; Lazio; Toscana; ; ; ; ; Toscana; |Italy; Italy; Italy; Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||33 Built Environment and Design; 3304 Urban and Regional Planning; 44 Human Society; 4406 Human Geography||||
|449317.0|2001-01-01|2001.0|2003-01-01|2003.0|FRE' Pietro Giuseppe, PETTORINO Roberto, ZANON Daniela, BONORA Loriano, GIRARDELLO Luciano, SAGNOTTI Augusto, PASTI Paolo, D'AURIA Riccardo, CASTELLANI Leonardo|University of Turin; University of Naples Federico II; University of Milan; University of Milano-Bicocca; University of Rome Tor Vergata; University of Padua; Polytechnic University of Turin; University of Eastern Piedmont Amadeo Avogadro; International School for Advanced Studies|University of Turin; University of Naples Federico II; University of Milan; International School for Advanced Studies; University of Milano-Bicocca; University of Rome Tor Vergata; University of Padua; Polytechnic University of Turin; University of Eastern Piedmont Amadeo Avogadro|Turin; Naples; Milan; Trieste; Milan; Rome; Padova; Turin; Vercelli|Piemonte; Campania; ; Friuli-Venezia Giulia; ; Lazio; Veneto; Piemonte; |Italy; Italy; Italy; Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy||pub.1029906034; pub.1008719667; pub.1002280362; pub.1013544702|||||
|36151.0|2001-01-01|2001.0|2003-01-01|2003.0|FRAGNITO Gigliola, ROMEO Giovanni|University of Parma; University of Naples Federico II|University of Parma; University of Naples Federico II|Parma; Naples|; Campania|Italy; Italy|Ministry of Education, Universities and Research||Italy|||50 Philosophy and Religious Studies; 5004 Religious Studies; 5005 Theology||||
|330532.0|2001-01-01|2001.0|2003-01-01|2003.0|FORZATTI Pio, RUSSO Gennaro, SPECCHIA Vito, DOLCETTI Giuliano|Politecnico di Milano; University of Naples Federico II; Polytechnic University of Turin; University of Udine|Politecnico di Milano; University of Naples Federico II; Polytechnic University of Turin; University of Udine|Milan; Naples; Turin; Udine|; Campania; Piemonte; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 4002 Automotive Engineering; 4017 Mechanical Engineering||||
|122400.0|2001-01-01|2001.0|2003-01-01|2003.0|FILLA Alessandro, AMABILE Giuseppe Amadio, TOSCANO Antonio, SERVIDEI Serenella|University of Naples Federico II; Sapienza University of Rome; University of Messina; Catholic University of the Sacred Heart|University of Naples Federico II; Sapienza University of Rome; University of Messina; Catholic University of the Sacred Heart|Naples; Rome; Messina; Milan|Campania; Lazio; ; Lombardia|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3105 Genetics; 32 Biomedical and Clinical Sciences||||
|165266.0|2001-01-01|2001.0|2003-01-01|2003.0|FILIPPETTI Fiorenzo, TASSONI Carla, CONTIN Alfredo, SALVATORE Luigi, GENTILE Giuseppe|University of Bologna; University of Parma; University of Trieste; Polytechnic University of Bari; University of Naples Federico II|University of Bologna; University of Parma; University of Trieste; Polytechnic University of Bari; University of Naples Federico II|Bologna; Parma; Trieste; Bari; Naples|Emilia-Romagna; ; ; ; Campania|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 4007 Control Engineering, Mechatronics and Robotics||||
|119818.0|2001-01-01|2001.0|2003-01-01|2003.0|FERA Vincenzo, GARGAN Luciano, IURILLI Antonio, TATEO Francesco, SABIA Liliana, SOTTILI Agostino, RIZZO Silvia|University of Messina; University of Pavia; University of Palermo; University of Bari Aldo Moro; University of Naples Federico II; Catholic University of the Sacred Heart; Sapienza University of Rome|University of Messina; University of Pavia; University of Palermo; University of Bari Aldo Moro; University of Naples Federico II; Catholic University of the Sacred Heart; Sapienza University of Rome|Messina; Pavia; Palermo; Bari; Naples; Milan; Rome|; ; ; ; Campania; Lombardia; Lazio|Italy; Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||43 History, Heritage and Archaeology; 4303 Historical Studies||||
|89863.0|2001-01-01|2001.0|2003-01-01|2003.0|FEBBRAJO Alberto, PENNISI Carlo, LA SPINA Antonio, AGODI Maria Carmela|University of Macerata; University of Catania; University of Palermo; University of Naples Federico II|University of Macerata; University of Catania; University of Palermo; University of Naples Federico II|Macerata; Catania; Palermo; Naples|; ; ; Campania|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||48 Law and Legal Studies; 49 Mathematical Sciences; 4901 Applied Mathematics||||
|839242.0|2001-01-01|2001.0|2003-01-01|2003.0|FATTORUSSO Ernesto, ROSSI Renzo, RICCIO Raffaele, TRINGALI Corrado, BRUNO Maurizio, DANIELI Bruno, VITA FINZI Paola Valeria, APPENDINO Giovanni Battista, GUELLA Graziano|University of Naples Federico II; University of Pisa; University of Salerno; University of Catania; University of Palermo; University of Milan; University of Pavia; University of Eastern Piedmont Amadeo Avogadro; University of Trento|University of Naples Federico II; University of Pisa; University of Salerno; University of Catania; University of Palermo; University of Milan; University of Pavia; University of Eastern Piedmont Amadeo Avogadro; University of Trento|Naples; Pisa; Fisciano; Catania; Palermo; Milan; Pavia; Vercelli; Trento|Campania; Toscana; ; ; ; ; ; ; |Italy; Italy; Italy; Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy||pub.1056229136|34 Chemical Sciences; 3405 Organic Chemistry||||
|146673.0|2001-01-01|2001.0|2003-01-01|2003.0|FARINARO Eduardo, GNASSO Agostino, BARSACCHI Daniela|University of Naples Federico II; Magna Graecia University; University of Teramo|University of Naples Federico II; Magna Graecia University; University of Teramo|Naples; Catanzaro; Teramo|Campania; ; |Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3210 Nutrition and Dietetics||||
|15493.0|2001-01-01|2001.0|2003-01-01|2003.0|FARINA Benedetta|University of Naples Federico II|University of Naples Federico II|Naples|Campania|Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3105 Genetics||||
|150805.0|2001-01-01|2001.0|2003-01-01|2003.0|DURANTI Emilia, CAROLI Anna Maria, CAUVIN Elsa, MARTINI Mina, CHIANESE Lina|University of Perugia; University of Bari Aldo Moro; University of Turin; University of Pisa; University of Naples Federico II|University of Perugia; University of Bari Aldo Moro; University of Turin; University of Pisa; University of Naples Federico II|Perugia; Bari; Turin; Pisa; Naples|Umbria; ; Piemonte; Toscana; Campania|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||30 Agricultural, Veterinary and Food Sciences; 3003 Animal Production||||
|185924.0|2001-01-01|2001.0|2003-01-01|2003.0|DRAGONI Michele, CRESCENTINI Luca, SPADA Giorgio, ZOLLO Aldo, MONGELLI Francesco, GODANO Cataldo|"University of Bologna; University of Camerino; University of Urbino; University of Naples Federico II; University of Bari Aldo Moro; University of Campania ""Luigi Vanvitelli"""|"University of Bologna; University of Camerino; University of Urbino; University of Naples Federico II; University of Bari Aldo Moro; University of Campania ""Luigi Vanvitelli"""|Bologna; Camerino; Urbino; Naples; Bari; Caserta|Emilia-Romagna; Marche; ; Campania; ; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||34 Chemical Sciences; 40 Engineering; 4016 Materials Engineering||||
|227241.0|2001-01-01|2001.0|2003-01-01|2003.0|DONSI' Giorgio, FOSCOLO Pier Ugo, DI FELICE Renzo, FORMISANI Brunello, SALATINO Piero|University of Salerno; University of L'Aquila; University of Genoa; University of Calabria; University of Naples Federico II|University of Salerno; University of L'Aquila; University of Genoa; University of Calabria; University of Naples Federico II|Fisciano; L’Aquila; Genoa; Rende; Naples|; ; Liguria; ; Campania|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 4004 Chemical Engineering||||
|69205.0|2001-01-01|2001.0|2003-01-01|2003.0|DONNO Antonio, TOSI Luciano, PIZZIGALLO Matteo, GARZIA Italo|University of Salento; University of Perugia; University of Naples Federico II; University of Bari Aldo Moro|University of Salento; University of Perugia; University of Naples Federico II; University of Bari Aldo Moro|Lecce; Perugia; Naples; Bari|; Umbria; Campania; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||43 History, Heritage and Archaeology; 4303 Historical Studies; 44 Human Society||||
|185924.0|2001-01-01|2001.0|2003-01-01|2003.0|DONADIO Francesco, GEMBILLO Giuseppe, CONIGLIONE Francesco, NUZZO Enrico, FINELLI Roberto|University of Naples Federico II; University of Messina; University of Catania; University of Salerno; University of Bari Aldo Moro|University of Naples Federico II; University of Messina; University of Catania; University of Salerno; University of Bari Aldo Moro|Naples; Messina; Catania; Fisciano; Bari|Campania; ; ; ; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||49 Mathematical Sciences; 50 Philosophy and Religious Studies; 5003 Philosophy||||
|227241.0|2001-01-01|2001.0|2003-01-01|2003.0|DI MASSA Giuseppe, SAVARESE Catello, BARDATI Fernando, BUCCI Ovidio Mario, OREFICE Mario, TIBERIO Roberto|University of Calabria; Parthenope University of Naples; University of Rome Tor Vergata; University of Naples Federico II; Polytechnic University of Turin; University of Siena|University of Calabria; Parthenope University of Naples; University of Rome Tor Vergata; University of Naples Federico II; Polytechnic University of Turin; University of Siena|Rende; Naples; Rome; Naples; Turin; Siena|; ; Lazio; Campania; Piemonte; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||||||
|287150.0|2001-01-01|2001.0|2003-01-01|2003.0|DI LAURO Roberto, PONTECORVI Alfredo, DAMANTE Giuseppe, SACCO Rosario, FORMISANO Silvestro|University of Naples Federico II; Catholic University of the Sacred Heart; University of Udine; Magna Graecia University|University of Naples Federico II; Catholic University of the Sacred Heart; University of Udine; Magna Graecia University|Naples; Milan; Udine; Catanzaro|Campania; Lombardia; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3101 Biochemistry and Cell Biology; 32 Biomedical and Clinical Sciences|Thyroid Cancer|1.1 Normal Functioning||
|490634.0|2001-01-01|2001.0|2003-01-01|2003.0|DEQUAL Sergio, CASELLA Vittorio, BITELLI Gabriele, FIANI Margherita, RUSSO Paolo, ACHILLI Vladimiro, VILLA Benedetto, LECHI Giovanmaria, BIANCHIN Alberta, FERRI Mario|Polytechnic University of Turin; University of Pavia; University of Bologna; University of Salerno; University of Ferrara; University of Padua; University of Palermo; Politecnico di Milano; Università Iuav di Venezia; University of Naples Federico II|Polytechnic University of Turin; University of Pavia; University of Bologna; University of Salerno; University of Ferrara; University of Padua; University of Palermo; Politecnico di Milano; Università Iuav di Venezia; University of Naples Federico II|Turin; Pavia; Bologna; Fisciano; Ferrara; Padova; Palermo; Milan; Venice; Naples|Piemonte; ; Emilia-Romagna; ; ; Veneto; ; ; ; Campania|Italy; Italy; Italy; Italy; Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 4013 Geomatic Engineering||||
|438988.0|2001-01-01|2001.0|2003-01-01|2003.0|DEFILIPPI Paola, TACCHETTI Carlo, MAINIERO Fabrizio, ARCANGELI Annarosa, TRIDENTE Giuseppe, NITSCH Lucio, PARDI Ruggero|University of Turin; University of Genoa; Sapienza University of Rome; University of Florence; University of Verona; University of Naples Federico II; Vita-Salute San Raffaele University|University of Turin; University of Genoa; Sapienza University of Rome; University of Florence; University of Verona; University of Naples Federico II; Vita-Salute San Raffaele University|Turin; Genoa; Rome; Florence; Verona; Naples; Milan|Piemonte; Liguria; Lazio; Toscana; Veneto; Campania; |Italy; Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3101 Biochemistry and Cell Biology|Not Site-Specific Cancer|1.1 Normal Functioning||
